tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
9606	Homo sapiens	341947	0	live	COX8C	COX8-3	cytochrome c oxidase subunit 8C	cytochrome c oxidase subunit 8C, mitochondrial|COX VIII-3|cytochrome c oxidase polypeptide 8|cytochrome c oxidase polypeptide VIII|cytochrome c oxidase subunit 8-3|cytochrome c oxidase subunit VIII|cytochrome c oxidase subunit VIIIC	14q32.12	14	NC_000014.9	93347191	93348354	plus	2	616855	
9606	Homo sapiens	1371	0	live	CPOX	CPO, CPX, HCP	coproporphyrinogen oxidase	oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial|COX|coprogen oxidase|coproporphyrinogenase	3q11.2	3	NC_000003.12	98568448	98593684	minus	10	612732	
9606	Homo sapiens	1373	0	live	CPS1	CPSASE1, PHN	carbamoyl-phosphate synthase 1	carbamoyl-phosphate synthase [ammonia], mitochondrial|carbamoyl-phosphate synthase (ammonia)|carbamoyl-phosphate synthase 1, mitochondrial|carbamoylphosphate synthetase I	2q34	2	NC_000002.12	210477682	210679107	plus	43	608307	
9606	Homo sapiens	1374	0	live	CPT1A	CPT1, CPT1-L, L-CPT1	carnitine palmitoyltransferase 1A	carnitine O-palmitoyltransferase 1, liver isoform|CPT I|CPTI-L|carnitine O-palmitoyltransferase I, liver isoform|carnitine palmitoyltransferase 1A (liver)|carnitine palmitoyltransferase I, liver	11q13.3	11	NC_000011.10	68754620	68844410	minus	22	600528	
9606	Homo sapiens	1376	0	live	CPT2	CPT1, CPTASE, IIAE4	carnitine palmitoyltransferase 2	carnitine O-palmitoyltransferase 2, mitochondrial|CPT II|carnitine palmitoyltransferase II|testicular secretory protein Li 13	1p32.3	1	NC_000001.11	53196429	53214197	plus	5	600650	
9606	Homo sapiens	1431	0	live	CS		citrate synthase	citrate synthase, mitochondrial|citrate (Si)-synthase	12q13.3	12	NC_000012.12	56271699	56300391	minus	11	118950	
9606	Homo sapiens	1537	0	live	CYC1	MC3DN6, UQCR4	cytochrome c1	cytochrome c1, heme protein, mitochondrial|complex III subunit 4|complex III subunit IV|cytochrome b-c1 complex subunit 4|cytochrome c-1|ubiquinol-cytochrome-c reductase complex cytochrome c1 subunit	8q24.3	8	NC_000008.11	144095035	144097527	plus	7	123980	
9606	Homo sapiens	4519	0	live	MT-CYB	MTCYB, CYTB	mitochondrially encoded cytochrome b			MT	NC_012920.1	14747	15887	plus	0		
9606	Homo sapiens	1621	0	live	DBH	DBM	dopamine beta-hydroxylase	dopamine beta-hydroxylase|dopamine beta-hydroxylase (dopamine beta-monooxygenase)	9q34.2	9	NC_000009.12	133636363	133659344	plus	12	609312	
9606	Homo sapiens	1629	0	live	DBT	BCATE2, BCKAD-E2, BCKADE2, BCOADC-E2, E2, E2B	dihydrolipoamide branched chain transacylase E2	lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial|52 kDa mitochondrial autoantigen of primary biliary cirrhosis|BCKAD E2 subunit|E2 component of branched chain alpha-keto acid dehydrogenase complex|branched chain 2-oxo-acid dehydrogenase complex component E2|branched chain acyltransferase, E2 component|branched-chain alpha-keto acid dehydrogenase complex component E2|dihydrolipoamide acetyltransferase component of branched-chain alpha-keto acid dehydrogenase complex|dihydrolipoyl transacylase|dihydrolipoyllysine-residue (2-methylpropanoyl)transferase|lipoamide acyltransferase component of mitochondrial branched-chain alpha-keto acid dehydrogenase complex|mitochondrial branched chain alpha-keto acid dehydrogenase transacylase subunit (E2b)	1p21.2	1	NC_000001.11	100186922	100249864	minus	14	248610	
9606	Homo sapiens	51181	0	live	DCXR	DCR, HCR2, HCRII, KIDCR, P34H, PNTSU, SDR20C1, XR	dicarbonyl and L-xylulose reductase	L-xylulose reductase|carbonyl reductase 2|carbonyl reductase II|dicarbonyl/L-xylulose reductase|kidney dicarbonyl reductase|short chain dehydrogenase/reductase family 20C member 1|sperm surface protein P34H	17q25.3	17	NC_000017.11	82035881	82037697	minus	8	608347	
9606	Homo sapiens	1644	0	live	DDC	AADC	dopa decarboxylase	aromatic-L-amino-acid decarboxylase|dopa decarboxylase (aromatic L-amino acid decarboxylase)	7p12.2-p12.1	7	NC_000007.14	50458436	50565460	minus	18	107930	
9606	Homo sapiens	1606	0	live	DGKA	DAGK, DAGK1, DGK-alpha	diacylglycerol kinase alpha	diacylglycerol kinase alpha|80 kDa diacylglycerol kinase|DAG kinase alpha|diacylglycerol kinase, alpha 80kDa|diglyceride kinase alpha	12q13.2	12	NC_000012.12	55931076	55954023	plus	30	125855	
9606	Homo sapiens	1607	0	live	DGKB	DAGK2, DGK, DGK-BETA	diacylglycerol kinase beta	diacylglycerol kinase beta|90 kDa diacylglycerol kinase|DAG kinase beta|diacylglycerol kinase, beta 90kDa|diglyceride kinase beta	7p21.2	7	NC_000007.14	14145049	14974777	minus	32	604070	
9606	Homo sapiens	8527	0	live	DGKD	DGKdelta, dgkd-2	diacylglycerol kinase delta	diacylglycerol kinase delta|DAG kinase delta|DGK-delta|diacylglycerol kinase, delta 130kDa|diglyceride kinase delta	2q37.1	2	NC_000002.12	233354507	233472098	plus	43	601826	
9606	Homo sapiens	8526	0	live	DGKE	AHUS7, DAGK5, DAGK6, DGK, NPHS7	diacylglycerol kinase epsilon	diacylglycerol kinase epsilon|DAG kinase epsilon|DGK-epsilon|diacylglycerol kinase, epsilon 64kDa|diglyceride kinase epsilon	17q22	17	NC_000017.11	56834099	56869565	plus	14	601440	
9606	Homo sapiens	1608	0	live	DGKG	DAGK3, DGK-GAMMA	diacylglycerol kinase gamma	diacylglycerol kinase gamma|DAG kinase gamma|diacylglycerol kinase, gamma 90kDa|diacylglyerol kinase gamma|diglyceride kinase gamma	3q27.2-q27.3	3	NC_000003.12	186147201	186362234	minus	25	601854	
9606	Homo sapiens	160851	0	live	DGKH	DGKeta	diacylglycerol kinase eta	diacylglycerol kinase eta|DAG kinase eta|diglyceride kinase eta	13q14.11	13	NC_000013.11	42040036	42256584	plus	38	604071	
9606	Homo sapiens	9162	0	live	DGKI	DGK-IOTA	diacylglycerol kinase iota	diacylglycerol kinase iota|DAG kinase iota|diglyceride kinase iota	7q33	7	NC_000007.14	137384283	137846864	minus	42	604072	
9606	Homo sapiens	1609	0	live	DGKQ	DAGK, DAGK4, DAGK7	diacylglycerol kinase theta	diacylglycerol kinase theta|DAG kinase theta|DGK-theta|diacylglycerol kinase, theta 110kDa|diglyceride kinase theta|testis tissue sperm-binding protein Li 38a	4p16.3	4	NC_000004.12	958884	973560	minus	25	601207	
9606	Homo sapiens	8525	0	live	DGKZ	DAGK5, DAGK6, DGK-ZETA, hDGKzeta	diacylglycerol kinase zeta	diacylglycerol kinase zeta|DAG kinase zeta|diacylglycerol kinase, zeta 104kDa|diglyceride kinase zeta	11p11.2	11	NC_000011.10	46332905	46380554	plus	36	601441	
9606	Homo sapiens	1737	0	live	DLAT	DLTA, PDC-E2, PDCE2	dihydrolipoamide S-acetyltransferase	dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial|70 kDa mitochondrial autoantigen of primary biliary cirrhosis|E2 component of pyruvate dehydrogenase complex|M2 antigen complex 70 kDa subunit|PBC|dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex|pyruvate dehydrogenase complex component E2	11q23.1	11	NC_000011.10	112024814	112064278	plus	14	608770	
9606	Homo sapiens	1738	0	live	DLD	DLDDH, E3, GCSL, LAD, PHE3, DLD	dihydrolipoamide dehydrogenase	dihydrolipoyl dehydrogenase, mitochondrial|E3 component of pyruvate dehydrogenase complex, 2-oxo-glutarate complex, branched chain keto acid dehydrogenase complex|diaphorase|glycine cleavage system L protein|glycine cleavage system protein L|lipoamide dehydrogenase|lipoamide reductase|lipoyl dehydrogenase	7q31.1	7	NC_000007.14	107891107	107921198	plus	14	238331	
9606	Homo sapiens	1743	0	live	DLST	DLTS	dihydrolipoamide S-succinyltransferase	dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial|E2K|OGDC-E2|dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex)	14q24.3	14	NC_000014.9	74881891	74903747	plus	15	126063	
9606	Homo sapiens	29958	0	live	DMGDH	DMGDHD, ME2GLYDH	dimethylglycine dehydrogenase	dimethylglycine dehydrogenase, mitochondrial	5q14.1	5	NC_000005.10	78997564	79069674	minus	19	605849	
9606	Homo sapiens	1806	0	live	DPYD	DHP, DHPDHASE, DPD	dihydropyrimidine dehydrogenase	dihydropyrimidine dehydrogenase [NADP(+)]|dihydrothymine dehydrogenase|dihydrouracil dehydrogenase	1p21.3	1	NC_000001.11	97077743	97921059	minus	26	612779	
9606	Homo sapiens	1808	0	live	DPYSL2	CRMP-2, CRMP2, DHPRP2, DRP-2, DRP2, N2A3, ULIP-2, ULIP2	dihydropyrimidinase like 2	dihydropyrimidinase-related protein 2|collapsin response mediator protein hCRMP-2|unc-33-like phosphoprotein 2	8p21.2	8	NC_000008.11	26514193	26658177	plus	16	602463	
9606	Homo sapiens	1892	0	live	ECHS1	ECHS1D, SCEH	enoyl-CoA hydratase, short chain 1	enoyl-CoA hydratase, mitochondrial|enoyl Coenzyme A hydratase, short chain, 1, mitochondrial|enoyl-CoA hydratase, short chain, 1, mitochondrial|short chain enoyl-CoA hydratase	10q26.3	10	NC_000010.11	133362483	133373404	minus	8	602292	
9606	Homo sapiens	2023	0	live	ENO1	ENO1L1, HEL-S-17, MPB1, NNE, PPH	enolase 1	alpha-enolase|c-myc promoter-binding protein-1|2-phospho-D-glycerate hydro-lyase|MYC promoter-binding protein 1|alpha enolase like 1|enolase 1, (alpha)|enolase-alpha|epididymis secretory protein Li 17|non-neural enolase|phosphopyruvate hydratase|plasminogen-binding protein|tau-crystallin	1p36.23	1	NC_000001.11	8861000	8879092	minus	13	172430	
9606	Homo sapiens	2026	0	live	ENO2	HEL-S-279, NSE	enolase 2	gamma-enolase|2-phospho-D-glycerate hydro-lyase|2-phospho-D-glycerate hydrolyase|enolase 2 (gamma, neuronal)|epididymis secretory protein Li 279|neural enolase|neuron specific gamma enolase|neuron-specific enolase|neuronal enriched enolase|neurone-specific enolase	12p13.31	12	NC_000012.12	6914450	6923696	plus	12	131360	
9606	Homo sapiens	2027	0	live	ENO3	GSD13, MSE	enolase 3	beta-enolase|2-phospho-D-glycerate hydrolyase|enolase 3 (beta, muscle)|muscle enriched enolase|muscle-specific enolase|skeletal muscle enolase	17p13.2	17	NC_000017.11	4949182	4957131	plus	14	131370	
9606	Homo sapiens	953	0	live	ENTPD1	ATPDase, CD39, NTPDase-1, SPG64	ectonucleoside triphosphate diphosphohydrolase 1	ectonucleoside triphosphate diphosphohydrolase 1|CD39 antigen|ecto-ATP diphosphohydrolase 1|ecto-ATPDase 1|ecto-ATPase 1|ecto-apyrase|lymphoid cell activation antigen	10q24.1	10	NC_000010.11	95710901	95877266	plus	18	601752	
9606	Homo sapiens	954	0	live	ENTPD2	CD39L1, NTPDase-2	ectonucleoside triphosphate diphosphohydrolase 2	ectonucleoside triphosphate diphosphohydrolase 2|CD39 antigen-like 1|NTPDase 2|ecto-ATP diphosphohydrolase 2|ecto-ATPDase 2|ecto-ATPase 2	9q34.3	9	NC_000009.12	137048098	137054051	minus	9	602012	
9606	Homo sapiens	956	0	live	ENTPD3	CD39L3, HB6, NTPDase-3	ectonucleoside triphosphate diphosphohydrolase 3	ectonucleoside triphosphate diphosphohydrolase 3|CD39 antigen-like 3|NTPDase 3|ecto-ATP diphosphohydrolase 3|ecto-ATPDase 3|ecto-ATPase 3|ecto-apyrase 3	3p22.1	3	NC_000003.12	40387156	40428626	plus	13	603161	
9606	Homo sapiens	957	0	live	ENTPD5	CD39L4, NTPDase-5, PCPH	ectonucleoside triphosphate diphosphohydrolase 5	ectonucleoside triphosphate diphosphohydrolase 5|CD39 antigen-like 4|CD39-like 4|ER-UDPase|GDPase ENTPD5|NTPDase 5|Pcph proto-oncogene protein|UDPase ENTPD5|guanosine-diphosphatase ENTPD5|nucleoside diphosphatase|proto-oncogene CPH|uridine-diphosphatase ENTPD5	14q24.3	14	NC_000014.9	73959420	74019326	minus	22	603162	
9606	Homo sapiens	955	0	live	ENTPD6	CD39L2, IL-6SAG, IL6ST2, NTPDase-6, dJ738P15.3	ectonucleoside triphosphate diphosphohydrolase 6 (putative)	ectonucleoside triphosphate diphosphohydrolase 6|CD39 antigen-like 2|NTPDase 6|interleukin 6 signal transducer-2	20p11.21	20	NC_000020.11	25195670	25228075	plus	19	603160	
9606	Homo sapiens	8288	0	live	EPX	EPO, EPP-PEN, EPXD, EPX	eosinophil peroxidase	eosinophil peroxidase	17q22	17	NC_000017.11	58192724	58205174	plus	13	131399	
9606	Homo sapiens	2098	0	live	ESD	FGH	esterase D	S-formylglutathione hydrolase|esterase 10|esterase D/formylglutathione hydrolase|methylumbelliferyl-acetate deacetylase|testicular tissue protein Li 66	13q14.2	13	NC_000013.11	46771256	46797681	minus	12	133280	
9606	Homo sapiens	2108	0	live	ETFA	EMA, GA2, MADD	electron transfer flavoprotein alpha subunit	electron transfer flavoprotein subunit alpha, mitochondrial|alpha-ETF|electron transfer flavoprotein, alpha polypeptide|glutaric aciduria II	15q24.2-q24.3	15	NC_000015.10	76216228	76311469	minus	13	608053	
9606	Homo sapiens	2109	0	live	ETFB	FP585, MADD	electron transfer flavoprotein beta subunit	electron transfer flavoprotein subunit beta|beta-ETF|electron transfer flavoprotein, beta polypeptide|electron-transferring-flavoprotein, beta polypeptide	19q13.41	19	NC_000019.10	51345155	51366418	minus	6	130410	
9606	Homo sapiens	2110	0	live	ETFDH	ETFQO, MADD	electron transfer flavoprotein dehydrogenase	electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial|ETF dehydrogenase|ETF-QO|ETF-ubiquinone oxidoreductase|electron-transferring-flavoprotein dehydrogenase	4q32.1	4	NC_000004.12	158672101	158708713	plus	13	231675	
9606	Homo sapiens	2184	0	live	FAH		fumarylacetoacetate hydrolase	fumarylacetoacetase|FAA|beta-diketonase|fumarylacetoacetate hydrolase (fumarylacetoacetase)	15q25.1	15	NC_000015.10	80152891	80186582	plus	14	613871	
9606	Homo sapiens	2194	0	live	FASN	FAS, OA-519, SDR27X1	fatty acid synthase	fatty acid synthase|short chain dehydrogenase/reductase family 27X, member 1	17q25.3	17	NC_000017.11	82078338	82098303	minus	43	600212	
9606	Homo sapiens	2203	0	live	FBP1	FBP	fructose-bisphosphatase 1	fructose-1,6-bisphosphatase 1|D-fructose-1,6-bisphosphate 1-phosphohydrolase 1|FBPase 1|growth-inhibiting protein 17|liver FBPase	9q22.32	9	NC_000009.12	94603133	94640257	minus	8	611570	
9606	Homo sapiens	8789	0	live	FBP2		fructose-bisphosphatase 2	fructose-1,6-bisphosphatase isozyme 2|D-fructose-1,6-bisphosphate 1-phosphohydrolase 2|FBPase 2|fructose-1,6-bisphosphatase 2|hexosediphosphatase|muscle FBPase|muscle fructose-bisphosphatase	9q22.32	9	NC_000009.12	94558714	94593832	minus	7	603027	
9606	Homo sapiens	2235	0	live	FECH	EPP, FCE	ferrochelatase	ferrochelatase, mitochondrial|heme synthase|heme synthetase|protoheme ferro-lyase|protoporphyria	18q21.31	18	NC_000018.10	57544841	57586737	minus	12	612386	
9606	Homo sapiens	2271	0	live	FH	FMRD, HLRCC, LRCC, MCL, MCUL1	fumarate hydratase	fumarate hydratase, mitochondrial|fumarase	1q43	1	NC_000001.11	241497557	241519785	minus	10	136850	
9606	Homo sapiens	2348	0	live	FOLR1	FBP, FOLR	folate receptor 1	folate receptor alpha|FR-alpha|KB cells FBP|adult folate-binding protein|folate binding protein|folate receptor 1 (adult)|folate receptor, adult|ovarian tumor-associated antigen MOv18	11q13.4	11	NC_000011.10	72189558	72196323	plus	7	136430	
9606	Homo sapiens	2356	0	live	FPGS		folylpolyglutamate synthase	folylpolyglutamate synthase, mitochondrial|folylpoly-gamma-glutamate synthetase|tetrahydrofolate synthase|tetrahydrofolylpolyglutamate synthase	9q34.11	9	NC_000009.12	127802858	127814520	plus	17	136510	
9606	Homo sapiens	2538	0	live	G6PC	G6PC1, G6PT, G6Pase, GSD1, GSD1a	glucose-6-phosphatase catalytic subunit	glucose-6-phosphatase|G-6-Pase|G6Pase-alpha|glucose-6-phosphatase alpha	17q21.31	17	NC_000017.11	42900797	42914433	plus	5	613742	
9606	Homo sapiens	57818	0	live	G6PC2	IGRP	glucose-6-phosphatase catalytic subunit 2	glucose-6-phosphatase 2|G-6-Pase 2|G6Pase 2|glucose-6-phosphatase, catalytic, 2|islet-specific G6CP-related protein|islet-specific glucose-6-phosphatase catalytic subunit-related protein|islet-specific glucose-6-phosphatase-related protein	2q31.1	2	NC_000002.12	168901223	168910000	plus	5	608058	
9606	Homo sapiens	92579	0	live	G6PC3	SCN4, UGRP	glucose-6-phosphatase catalytic subunit 3	glucose-6-phosphatase 3|G-6-Pase 3|G6Pase 3|G6Pase-beta|glucose 6 phosphatase, catalytic, 3|ubiquitous glucose-6-phosphatase catalytic subunit-related protein|ubiquitously expressed G6Pase catalytic subunit-related protein	17q21.31	17	NC_000017.11	44070700	44076344	plus	8	611045	
9606	Homo sapiens	2539	0	live	G6PD	G6PD1	glucose-6-phosphate dehydrogenase	glucose-6-phosphate 1-dehydrogenase	Xq28	X	NC_000023.11	154531390	154547586	minus	14	305900	
9606	Homo sapiens	2571	0	live	GAD1	CPSQ1, GAD, SCP	glutamate decarboxylase 1	glutamate decarboxylase 1|67 kDa glutamic acid decarboxylase|GAD-67|glutamate decarboxylase 1 (brain, 67kDa)|glutamate decarboxylase 67 kDa isoform	2q31.1	2	NC_000002.12	170813210	170861151	plus	20	605363	
9606	Homo sapiens	2572	0	live	GAD2	GAD65	glutamate decarboxylase 2	glutamate decarboxylase 2|65 kDa glutamic acid decarboxylase|GAD-65|Glutamate decarboxylase-2 (pancreas)|glutamate decarboxylase 2 (pancreatic islets and brain, 65kDa)|glutamate decarboxylase 65 kDa isoform	10p12.1	10	NC_000010.11	26216307	26304562	plus	17	138275	
9606	Homo sapiens	2582	0	live	GALE	SDR1E1	UDP-galactose-4-epimerase	UDP-glucose 4-epimerase|UDP galactose-4'-epimerase|UDP-GalNAc 4-epimerase|UDP-GlcNAc 4-epimerase|UDP-N-acetylgalactosamine 4-epimerase|UDP-N-acetylglucosamine 4-epimerase|galactose-4-epimerase, UDP-|galactowaldenase|short chain dehydrogenase/reductase family 1E, member 1	1p36.11	1	NC_000001.11	23795599	23800804	minus	13	606953	
9606	Homo sapiens	2584	0	live	GALK1	GALK, GK1, HEL-S-19	galactokinase 1	galactokinase|epididymis secretory protein Li 19|galactose kinase	17q25.1	17	NC_000017.11	75757937	75765199	minus	8	604313	
9606	Homo sapiens	2592	0	live	GALT		galactose-1-phosphate uridylyltransferase	galactose-1-phosphate uridylyltransferase|UDP-glucose--hexose-1-phosphate uridylyltransferase|gal-1-P uridylyltransferase|galactose-1-phosphate uridyl transferase	9p13.3	9	NC_000009.12	34646589	34650598	plus	11	606999	
9606	Homo sapiens	2593	0	live	GAMT	CCDS2, HEL-S-20, PIG2, TP53I2	guanidinoacetate N-methyltransferase	guanidinoacetate N-methyltransferase|epididymis secretory protein Li 20	19p13.3	19	NC_000019.10	1397026	1401570	minus	6	601240	
9606	Homo sapiens	2597	0	live	GAPDH	G3PD, GAPD, HEL-S-162eP	glyceraldehyde-3-phosphate dehydrogenase	glyceraldehyde-3-phosphate dehydrogenase|aging-associated gene 9 protein|epididymis secretory sperm binding protein Li 162eP|peptidyl-cysteine S-nitrosylase GAPDH	12p13.31	12	NC_000012.12	6534405	6538375	plus	10	138400	
9606	Homo sapiens	2618	0	live	GART	AIRS, GARSF, PAIS, PGFT, PRGS, GART	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase	trifunctional purine biosynthetic protein adenosine-3|glycinamide ribonucleotide formyltransferase	21q22.11	21	NC_000021.9	33503931	33542917	minus	23	138440	
9606	Homo sapiens	2628	0	live	GATM	AGAT, AT, CCDS3	glycine amidinotransferase	glycine amidinotransferase, mitochondrial|glycine amidinotransferase (L-arginine:glycine amidinotransferase)|testicular secretory protein Li 19|transamidinase	15q21.1	15	NC_000015.10	45361124	45402317	minus	13	602360	
9606	Homo sapiens	2632	0	live	GBE1	APBD, GBE, GSD4	1,4-alpha-glucan branching enzyme 1	1,4-alpha-glucan-branching enzyme|amylo-(1,4 to 1,6) transglucosidase|amylo-(1,4 to 1,6) transglycosylase|brancher enzyme|glucan (1,4-alpha-), branching enzyme 1|glycogen branching enzyme	3p12.2	3	NC_000003.12	81489699	81761799	minus	16	607839	
9606	Homo sapiens	23464	0	live	GCAT	KBL	glycine C-acetyltransferase	2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial|2-amino-3-ketobutyrate-CoA ligase|AKB ligase|aminoacetone synthase|glycine acetyltransferase	22q13.1	22	NC_000022.11	37807893	37817177	plus	10	607422	
9606	Homo sapiens	2639	0	live	GCDH	ACAD5, GCD	glutaryl-CoA dehydrogenase	glutaryl-CoA dehydrogenase, mitochondrial|glutaryl-Coenzyme A dehydrogenase|truncated GCDH|truncated glutaryl-CoA dehydrogenase	19p13.13	19	NC_000019.10	12891129	12915345	plus	16	608801	
9606	Homo sapiens	2729	0	live	GCLC	GCL, GCS, GLCL, GLCLC	glutamate-cysteine ligase catalytic subunit	glutamate--cysteine ligase catalytic subunit|GCS heavy chain|gamma-ECS|gamma-glutamylcysteine synthetase	6p12.1	6	NC_000006.12	53497341	53545129	minus	16	606857	
9606	Homo sapiens	2730	0	live	GCLM	GLCLR	glutamate-cysteine ligase modifier subunit	glutamate--cysteine ligase regulatory subunit|GCS light chain|GSC light chain|gamma-ECS regulatory subunit|gamma-glutamylcysteine synthetase regulatory subunit|glutamate-cysteine ligase (gamma-glutamylcysteine synthetase), regulatory (30.8kD)|glutamate-cysteine ligase modifier subunit delta2 alternative splicing|glutamate-cysteine ligase regulatory protein	1p22.1	1	NC_000001.11	93885199	93909598	minus	9	601176	
9606	Homo sapiens	8836	0	live	GGH	GH	gamma-glutamyl hydrolase	gamma-glutamyl hydrolase|gamma-Glu-X carboxypeptidase|gamma-glutamyl hydrolase (conjugase, folylpolygammaglutamyl hydrolase)	8q12.3	8	NC_000008.11	63015079	63039051	minus	10	601509	
9606	Homo sapiens	2678	0	live	GGT1	CD224, D22S672, D22S732, GGT, GGT 1, GTG	gamma-glutamyltransferase 1	gamma-glutamyltranspeptidase 1|glutathione hydrolase 1|leukotriene-C4 hydrolase|testicular tissue protein Li 73	22q11.23	22	NC_000022.11	24583750	24629005	plus	18	612346	
9606	Homo sapiens	2687	0	live	GGT5	GGL, GGT 5, GGT-REL, GGTLA1	gamma-glutamyltransferase 5	gamma-glutamyltransferase 5|gamma-glutamyl cleaving enzyme|gamma-glutamyl transpeptidase-related enzyme|gamma-glutamyl transpeptidase-related protein|gamma-glutamyltransferase-like activity 1|gamma-glutamyltranspeptidase 5|glutathione hydrolase 5|leukotriene-C4 hydrolase	22q11.23	22	NC_000022.11	24219654	24245142	minus	14	137168	
9606	Homo sapiens	2710	0	live	GK	GK1D, GK	glycerol kinase	glycerol kinase|ATP:glycerol 3-phosphotransferase|glycerokinase	Xp21.2	X	NC_000023.11	30653348	30731462	plus	24	300474	
9606	Homo sapiens	2712	0	live	GK2	GKP2, GKTA	glycerol kinase 2	glycerol kinase 2|ATP:glycerol 3-phosphotransferase 2|glycerokinase 2|glycerol kinase pseudogene 2|glycerol kinase testis specific 2|testis tissue sperm-binding protein Li 77m	4q21.21	4	NC_000004.12	79406353	79408218	minus	1	600148	
9606	Homo sapiens	2739	0	live	GLO1	GLOD1, GLYI, HEL-S-74	glyoxalase I	lactoylglutathione lyase|S-D-lactoylglutathione methylglyoxal lyase|aldoketomutase|epididymis secretory protein Li 74|glx I|glyoxalase domain containing 1|ketone-aldehyde mutase|lactoyl glutathione lyase|methylglyoxalase	6p21.2	6	NC_000006.12	38675925	38703176	minus	6	138750	
9606	Homo sapiens	2744	0	live	GLS	AAD20, GAC, GAM1, KGA, GLS	glutaminase	glutaminase kidney isoform, mitochondrial|K-glutaminase|L-glutamine amidohydrolase|glutaminase C|glutaminase, phosphate-activated	2q32.2	2	NC_000002.12	190880821	190965552	plus	20	138280	
9606	Homo sapiens	27165	0	live	GLS2	GA, GLS, LGA, hLGA	glutaminase 2	glutaminase liver isoform, mitochondrial|L-glutamine amidohydrolase|breast cell glutaminase|glutaminase 2 (liver, mitochondrial)|glutaminase I|phosphate-activated glutaminase|phosphate-dependent glutaminase	12q13.3	12	NC_000012.12	56470944	56488414	minus	19	606365	
9606	Homo sapiens	2746	0	live	GLUD1	GDH, GDH1, GLUD	glutamate dehydrogenase 1	glutamate dehydrogenase 1, mitochondrial|epididymis tissue sperm binding protein Li 18mP|glutamate dehydrogenase (NAD(P)+)	10q23.2	10	NC_000010.11	87050202	87095047	minus	18	138130	
9606	Homo sapiens	2752	0	live	GLUL	GLNS, GS, PIG43, PIG59	glutamate-ammonia ligase	glutamine synthetase|cell proliferation-inducing protein 59|glutamate decarboxylase|glutamine synthase|proliferation-inducing protein 43	1q25.3	1	NC_000001.11	182378093	182392206	minus	9	138290	
9606	Homo sapiens	2766	0	live	GMPR	GMPR 11, GMPR	guanosine monophosphate reductase	GMP reductase 1|guanine monophosphate reductase|guanosine 5'-monophosphate oxidoreductase 1|guanosine monophosphate reductase 1	6p22.3	6	NC_000006.12	16238580	16295549	plus	10	139265	
9606	Homo sapiens	51292	0	live	GMPR2	GMPR 2	guanosine monophosphate reductase 2	GMP reductase 2|guanosine 5'-monophosphate oxidoreductase 2|guanosine monophosphate reductase isolog	14q12	14	NC_000014.9	24232417	24239242	plus	12	610781	
9606	Homo sapiens	2805	0	live	GOT1	AST1, ASTQTL1, GIG18, cAspAT, cCAT	glutamic-oxaloacetic transaminase 1	aspartate aminotransferase, cytoplasmic|aspartate aminotransferase 1|aspartate transaminase 1|cysteine aminotransferase, cytoplasmic|cysteine transaminase, cytoplasmic|glutamate oxaloacetate transaminase 1|glutamic-oxaloacetic transaminase 1, soluble|growth-inhibiting protein 18|testis secretory sperm-binding protein Li 196a|transaminase A	10q24.2	10	NC_000010.11	99396870	99430773	minus	9	138180	
9606	Homo sapiens	2806	0	live	GOT2	KAT4, KATIV, KYAT4, mitAAT	glutamic-oxaloacetic transaminase 2	aspartate aminotransferase, mitochondrial|FABP-1|FABPpm|aspartate aminotransferase 2|aspartate transaminase 2|fatty acid-binding protein|glutamate oxaloacetate transaminase 2|glutamic-oxaloacetic transaminase 2, mitochondrial|kynurenine aminotransferase 4|kynurenine aminotransferase IV|kynurenine--oxoglutarate transaminase 4|kynurenine--oxoglutarate transaminase IV|mAspAT|plasma membrane-associated fatty acid-binding protein|transaminase A	16q21	16	NC_000016.10	58707131	58734357	minus	10	138150	
9606	Homo sapiens	57678	0	live	GPAM	GPAT, GPAT1	glycerol-3-phosphate acyltransferase, mitochondrial	glycerol-3-phosphate acyltransferase 1, mitochondrial|GPAT-1	10q25.2	10	NC_000010.11	112149864	112215395	minus	23	602395	
